Titolo;Funzione;Intervento;Cod Mecc;Capitolo;Denominazione ;Imp.prev. 2012;Imp.prev. 2013;Imp.prev. 2014
1;4;3;1040403;U20300000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (ISTRUZIONE SECONDARIA;160000;160000;160000
1;4;3;1040403;U20310000;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI AGLI IMMOBILI ED IMPIANTI;630000;630000;630000
1;4;3;1040403;U20320000;CENTRO DI INTERCULTURA CD-LEI - PRESTAZIONI DI SERVIZI;154000;154000;154000
1;4;5;1040405;U20500000;TRASFERIMENTI ALL'ISTITUTO STATALE D'ARTE;0;0;0
1;4;5;1040405;U20510000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE, TRAMITE LA PROVINCIA,  PER LA;136000;136000;136000
1;4;5;1040405;U20520000;REIMPIEGO DEL CONTRIBUTO DELLE FONDAZIONI: PROGETTI NEL CAMPO;10000;10000;10000
1;4;5;1040405;U20600000;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELLA SOLIDARIETA' SOCIALE;0;0;0
1;4;5;1040405;U20700000;TRASFERIMENTI PER LA PROMOZIONE DELLA FORMAZIONE TECNICA;10000;10000;10000
1;4;5;1040405;U20800000;"REIMPIEGO DEI PROVENTI DELLA ""FONDAZIONE BRUNE'"" PER L'EROGAZIONE DI";5875;5875;5875
1;4;6;1040406;U21200000;INTERESSI PASSIVI - ISTRUZIONE SECONDARIA SUPERIORE;105937,94;74119,17;58292,71
1;4;1;1040501;U21500000;SPESE DI PERSONALE;8292000;8371000;8371000
1;4;1;1040501;U21500010;SPESE DI PERSONALE: GIOVANI;436000;436000;436000
1;4;1;1040501;U21500050;SPESE DI PERSONALE: REIMPIEGO DEI CONTRIBUTI DELL'UNIONE EUROPEA PER;0;0;0
1;4;1;1040501;U21500100;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLA REGIONE, TRAMITE LA;0;0;0
1;4;1;1040501;U21500150;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER IL CENTRO;0;0;0
1;4;1;1040501;U21500200;SPESE DI PERSONALE: REIMPIEGO DEI CONTRIBUTI DI ENTI E PRIVATI PER;0;0;0
1;4;2;1040502;U21700000;SOGGIORNI DI VACANZA E DI STUDIO ALL'INTERNO DELL'UNIONE EUROPEA:;6000;6000;6000
1;4;2;1040502;U21800000;ISTRUZIONE: SPESE DI FUNZIONAMENTO ECONOMALI;8000;8000;8000
1;4;2;1040502;U21810000;INTERVENTI A FAVORE DEGLI ADOLESCENTI E DEI GIOVANI: ACQUISTO DI BENI DI;5000;5000;5000
1;4;2;1040502;U21840000;REIMPIEGO CONTRIBUTO DELLA REGIONE (TRAMITE LA PROVINCIA) PER;0;0;0
1;4;2;1040502;U21850000;ACQUISTO DI BENI DI CONSUMO PER ATTIVITA' NELL'AMBITO DELLA RETE;450;450;450
1;4;2;1040502;U21850050;ACQUISTO DI BENI DI CONSUMO: REIMPIEGO CONTRIBUTO DELLA COMMISSIONE;0;0;0
1;4;2;1040502;U21850100;ACQUISTO DI BENI DI CONSUMO PER IL CENTRO DI DOCUMENTAZIONE E;1000;1000;1000
1;4;2;1040502;U21860000;REIMPIEGO DEI CONTRIBUTI DI ENTI E PRIVATI PER INIZIATIVE NEL SETTORE;0;0;0
1;4;2;1040502;U21870000;DIRITTO ALLO STUDIO: REIMPIEGO DEI CONTRIBUTI REGIONALI, TRAMITE LA;0;0;0
1;4;2;1040502;U21880000;REIMPIEGO CONTRIBUTO DELLA REGIONE, TRAMITE LA PROVINCIA, PER PROGETTI;0;0;0
1;4;2;1040502;U21890000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER IL CENTRO RISORSE PER LA RETE;2500;2500;2500
1;4;3;1040503;U22100000;ISTRUZIONE: PRESTAZIONI DI SERVIZI VARI;22600;22600;22600
1;4;3;1040503;U22150000;CENTRO DI DOCUMENTAZIONE E INTERCULTURA - RI.E.SCO.: PRESTAZIONI DI;10000;10000;10000
1;4;3;1040503;U22200000;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'ISTRUZIONE,;10000;10000;10000
1;4;3;1040503;U22700000;SOGGIORNI DI VACANZA E DI STUDIO ALL'INTERNO DELL'UNIONE EUROPEA:;7500;7500;7500
1;4;3;1040503;U22700050;SOGGIORNI DI VACANZA E DI STUDIO ALL'INTERNO DELL'UNIONE EUROPEA:;554000;554000;554000
1;4;3;1040503;U22700100;SOGGIORNI DI STUDIO FUORI DALL'UNIONE EUROPEA: REIMPIEGO DEI CONTRIBUTI;45000;45000;45000
1;4;3;1040503;U22900000;PROGETTO HANDICAPS: ATTIVITA' DI FORMAZIONE, AGGIORNAMENTO E;9000;9000;9000
1;4;3;1040503;U22920000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER IL CENTRO RISORSE PER LA RETE;30000;30000;30000
1;4;3;1040503;U22930000;REIMPIEGO CONTRIBUTO DELLA PROVINCIA PER ATTIVITA' DEL LABORATORIO DI;32000;32000;32000
1;4;3;1040503;U22940000;REIMPIEGO CONTRIBUTO DELLA REGIONE PER PROGETTI ED INTERVENTI RELATIVI;0;0;0
1;4;3;1040503;U23000000;REIMPIEGO DEI CONTRIBUTI DI ENTI E PRIVATI PER INIZIATIVE NEL SETTORE;30000;30000;30000
1;4;3;1040503;U23050000;REIMPIEGO DEI CONTRIBUTI DELL'UNIONE EUROPEA PER INIZIATIVE NEL SETTORE;0;0;0
1;4;3;1040503;U23050050;REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA PER IL PROGETTO AMITIE -;0;0;0
1;4;3;1040503;U23100000;DIRITTO ALLO STUDIO: REIMPIEGO DEI CONTRIBUTI REGIONALI, TRAMITE LA;120000;120000;120000
1;4;3;1040503;U23100010;DIRITTO ALLO STUDIO: REIMPIEGO DEL CONTRIBUTO REGIONALE, TRAMITE LA;0;0;0
1;4;3;1040503;U23100050;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE, TRAMITE LA PROVINCIA, PER;8000;8000;8000
1;4;3;1040503;U23100060;DIRITTO ALLO STUDIO: REIMPIEGO DEI FONDI REGIONALI, TRAMITE LA PROVINCIA;0;0;0
1;4;3;1040503;U23100070;DIRITTO ALLO STUDIO: REIMPIEGO TRASFERIMENTO DI ALTRI ENTI PUBBLICI PER;0;0;0
1;4;3;1040503;U23150000;PRESTAZIONI DI SERVIZI NELL'AMBITO DELLA RETE SCOLASTICA E DIRITTO ALLO;500;500;500
1;4;3;1040503;U23200000;INTERVENTI A FAVORE DEGLI ADOLESCENTI E DEI GIOVANI;75000;75000;75000
1;4;3;1040503;U23250000;REIMPIEGO DEI CONTRIBUTI DELL'UNIONE EUROPEA PER ATTIVITA' RIVOLTE AI;0;0;0
1;4;3;1040503;U23260000;REIMPIEGO DEI CONTRIBUTI DI ENTI E PRIVATI PER INIZIATIVE RICREATIVE,;0;0;0
1;4;3;1040503;U23390000;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO DELL'AMBIENTE - PER;0;0;0
1;4;3;1040503;U23400100;QUARTIERI: SERVIZI INTEGRATIVI SCOLASTICI - SERVIZIO RILEVANTE AGLI;727200;727200;727200
1;4;3;1040503;U23400150;QUARTIERI: TRASPORTO SCOLASTICO (MEZZI) - SERVIZIO RILEVANTE AGLI;905040,61;905040,61;905040,61
1;4;3;1040503;U23400200;QUARTIERI: ESTATE IN CITTA' - SERVIZIO RILEVANTE AGLI EFFETTI;359756;389856;389856
1;4;3;1040503;U23410000;Q. BORGO PANIGALE: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;22000;22000;22000
1;4;3;1040503;U23420000;Q. NAVILE: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;43454;47104;47104
1;4;3;1040503;U23430000;Q. PORTO: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;0;0;0
1;4;3;1040503;U23440000;Q. RENO: DIRITTI ALLO STUDIO E SERVIZI EDUCATIVI;7000;7000;7000
1;4;3;1040503;U23450000;Q. SAN DONATO: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;23600;23600;23600
1;4;3;1040503;U23450050;"Q. SAN DONATO: REIMPIEGO DEL ""PREMIO AMICO DELLA FAMIGLIA 2007 -";0;0;0
1;4;3;1040503;U23460000;Q. SANTO STEFANO: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;0;0;0
1;4;3;1040503;U23470000;Q. SAN VITALE: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;105500;105500;105500
1;4;3;1040503;U23470050;Q.RE SAN VITALE: REIMPIEGO CONTRIBUTO DELLA REGIONE PER INIZIATIVE DI;0;0;0
1;4;3;1040503;U23480000;Q. SARAGOZZA: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;5000;5000;5000
1;4;3;1040503;U23490000;Q. SAVENA: DIRITTO ALLO STUDIO E SERVIZI EDUCATIVI;15100;15100;15100
1;4;3;1040503;U23500000;REFEZIONE SCOLASTICA: PRESTAZIONI DI SERVIZI - SERVIZIO RILEVANTE AGLI;3886000;3886000;3886000
1;4;3;1040503;U23510000;PRESTAZIONI DI SERVIZI PER IL CONTROLLO QUALITA' PASTI;15000;15000;15000
1;4;3;1040503;U23600000;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (ALTRI SERVIZI INERENTI;40000;40000;40000
1;4;3;1040503;U23610100;SPESE PER TELECOMUNICAZIONI: ALTRI SERVIZI INERENTI L'ISTRUZIONE;3044;3044;3044
1;4;4;1040504;U23850000;FITTI DI IMMOBILI (INTERVENTI A FAVORE DEI GIOVANI);8998,75;8998,75;8998,75
1;4;4;1040504;U23900000;FITTI DI IMMOBILI (ALTRI SERVIZI ISTRUZIONE);23000;23400;23800
1;4;5;1040505;U24100000;CONTRIBUTI VARI INERENTI L'ISTRUZIONE;2600;2600;2600
1;4;5;1040505;U24120050;EROGAZIONE DI ASSEGNI DI STUDIO A FAVORE DEI BAMBINI FREQUENTANTI LA;0;0;0
1;4;5;1040505;U24130000;REIMPIEGO CONTRIBUTO DELLA REGIONE PER PROGETTI ED INTERVENTI RELATIVI;0;0;0
1;4;5;1040505;U24140000;REIMPIEGO DEI FONDI REGIONALI, TRAMITE LA PROVINCIA, PER EROGAZIONE DI;0;0;0
1;4;5;1040505;U24150050;TRASFERIMENTI: REIMPIEGO CONTRIBUTO DELLA COMMISSIONE EUROPEA PER IL;0;0;0
1;4;5;1040505;U24170000;DIRITTO ALLO STUDIO: REIMPIEGO DEI CONTRIBUTI REGIONALI, TRAMITE LA;30000;30000;30000
1;4;5;1040505;U24200000;QUARTIERI: CONTRIBUTI E TRASFERIMENTI ALLE SCUOLE AUTONOME PER SERVIZI;962000;962000;962000
1;4;5;1040505;U24210000;Q. BORGO PANIGALE: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED;18000;18000;18000
1;4;5;1040505;U24220000;Q. NAVILE: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED;47036;47036;47036
1;4;5;1040505;U24230000;Q. PORTO: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED EDUCATIVI;10000;10000;10000
1;4;5;1040505;U24240000;Q. RENO: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED EDUCATIVI;26000;16000;16000
1;4;5;1040505;U24250000;Q. SAN DONATO: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED;114600;110500;110500
1;4;5;1040505;U24260000;Q. SANTO STEFANO: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED;18400;18400;18400
1;4;5;1040505;U24270000;Q. SAN VITALE: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED;39000;38000;38000
1;4;5;1040505;U24280000;Q. SARAGOZZA: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED;19000;19000;19000
1;4;5;1040505;U24290000;Q. SAVENA: CONTRIBUTI E TRASFERIMENTI PER SERVIZI SCOLASTICI ED;237824;237824;237824
1;4;6;1040506;U24500000;INTERESSI PASSIVI - ALTRI SERVIZI INERENTI L'ISTRUZIONE;579258,8;500833,03;438130,24
1;4;6;1040506;U24550000;INTERESSI PASSIVI (INTERVENTI PER IL DIRITTO ALLO STUDIO);0;0;0
1;5;1;1050101;U24800000;SPESE DI PERSONALE;10898000;10848800;10848800
1;5;1;1050101;U24800050;SPESE DI PERSONALE: REIMPIEGO DEI CONTRIBUTI DI AZIENDE VARIE PER LE;0;0;0
1;5;1;1050101;U24800100;SPESE DI PERSONALE: REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER;0;0;0
1;5;1;1050101;U24800150;SPESE DI PERSONALE: REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER LA;0;0;0
1;5;2;1050102;U24900000;REIMPIEGO DELLA RENDITA EREDITA' CAV. EMILIO VEGGETTI DISPOSTA A FAVORE;0;0;0
1;5;2;1050102;U24920100;Q.RE NAVILE: REIMPIEGO CONTRIBUTI DELLE FONDAZIONI PER LA REALIZZAZIONE;0;0;0
1;5;2;1050102;U25000050;MUSEO DEL PATRIMONIO INDUSTRIALE: ACQUISTO DI BENI DI CONSUMO;0;0;0
1;5;2;1050102;U25050050;REIMPIEGO DEI PROVENTI DELLE ATTIVITA' DEGLI ISTITUTI CULTURALI;0;0;0
1;5;2;1050102;U25050100;REIMPIEGO DEI PROVENTI DELLE ATTIVITA' DEGLI ISTITUTI CULTURALI;0;0;0
1;5;2;1050102;U25100050;MUSEI CIVICI D'ARTE ANTICA: ACQUISTO DI BENI DI CONSUMO E SPESE DI;0;0;0
1;5;2;1050102;U25150000;MUSEO INTERNAZIONALE E BIBLIOTECA MUSICALE DI BOLOGNA: ACQUISTO BENI DI;0;0;0
1;5;2;1050102;U25200050;BIBLIOTECA SALA BORSA: ACQUISTO DI BENI DI CONSUMO;0;0;0
1;5;2;1050102;U25200100;BIBLIOTECA SALA BORSA: REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER LA;0;0;0
1;5;2;1050102;U25200150;BIBLIOTECA SALA BORSA: REIMPIEGO DEI RIMBORSI SPESE E RECUPERI DIVERSI;0;0;0
1;5;2;1050102;U25250000;REIMPIEGO CONTRIBUTO DELLA PROVINCIA, ANCHE SU FONDI REGIONALI, PER LA;0;0;0
1;5;2;1050102;U25300000;MUSEO CIVICO ARCHEOLOGICO: ACQUISTO DI BENI DI CONSUMO;0;0;0
1;5;2;1050102;U25350000;REIMPIEGO CONTRIBUTI DELLE FONDAZIONI: REALIZZAZIONI ATTIVITA' CULTURALI;0;0;0
1;5;2;1050102;U25350050;REIMPIEGO CONTRIBUTI DELLE FONDAZIONI: REALIZZAZIONE ATTIVITA' CULTURALI;0;0;0
1;5;2;1050102;U25400000;BIBLIOTECA COMUNALE DELL'ARCHIGINNASIO: ACQUISTO DI BENI DI CONSUMO;0;0;0
1;5;2;1050102;U25410000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER LA REALIZZAZIONE DI ATTIVITA';0;0;0
1;5;2;1050102;U25420000;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO PER I BENI E LE ATTIVITA';0;0;0
1;5;2;1050102;U25430000;REIMPIEGO DEI CONTRIBUTI DI ENTI VARI, FONDAZIONI E PRIVATI PER;0;0;0
1;5;2;1050102;U25440000;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI BANCARIE PER ATTIVITA';0;0;0
1;5;3;1050103;U25500060;MUSEI CIVICI D'ARTE ANTICA: PRESTAZIONI DI SERVIZI PER L'ATTIVITA';0;0;0
1;5;3;1050103;U25550050;MUSEO INTERNAZIONALE E BIBLIOTECA MUSICALE DI BOLOGNA: PRESTAZIONI DI;0;0;0
1;5;3;1050103;U25550100;MUSEO INTERNAZIONALE E BIBLIOTECA MUSICALE DI BOLOGNA: PRESTAZIONI DI;0;0;0
1;5;3;1050103;U25560000;REIMPIEGO DELLA RENDITA EREDITA' CAV. EMILIO VEGGETTI DISPOSTA A FAVORE;0;0;0
1;5;3;1050103;U25600000;REIMPIEGO DEI CONTRIBUTI DI AZIENDE VARIE PER LE ATTIVITA' DEL MUSEO DEL;0;0;0
1;5;3;1050103;U25650050;REIMPIEGO DEI PROVENTI DELLE ATTIVITA' DEGLI ISTITUTI CULTURALI;0;0;0
1;5;3;1050103;U25650100;REIMPIEGO DEI PROVENTI DELLE ATTIVITA' DEGLI ISTITUTI CULTURALI;0;0;0
1;5;3;1050103;U26200050;REIMPIEGO DEL CONTRIBUTO DELLO STATO PER ATTIVITA' CULTURALI - SERVIZIO;0;0;0
1;5;3;1050103;U26200100;REIMPIEGO DEL CONTRIBUTO DELLO STATO PER ATTIVITA' CULTURALI;0;0;0
1;5;3;1050103;U26200200;REIMPIEGO CONTRIBUTO DELLO STATO - MINISTERO PER I BENI E LE ATTIVITA';0;0;0
1;5;3;1050103;U26200250;REIMPIEGO DEL CONTRIBUTO DELLO STATO - MINISTERO UNIVERSITA' E RICERCA -;0;0;0
1;5;3;1050103;U26210000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER LA REALIZZAZIONE DI ATTIVITA';0;0;0
1;5;3;1050103;U26210050;REIMPIEGO CONTRIBUTO DELLA REGIONE, TRAMITE IBC, PER L'ARCHIVIO DELLA;0;0;0
1;5;3;1050103;U26220000;REIMPIEGO DEI CONTRIBUTI DI ALTRI ENTI PUBBLICI PER ATTIVITA' CULTURALI;0;0;0
1;5;3;1050103;U26230000;REIMPIEGO CONTRIBUTO DELLA PROVINCIA, ANCHE SU FONDI REGIONALI, PER LA;0;0;0
1;5;3;1050103;U26250000;BIBLIOTECHE: PRESTAZIONI DI SERVIZI;0;0;0
1;5;3;1050103;U26300000;BIBLIOTECA SALA BORSA: PRESTAZIONI DI SERVIZI;0;0;0
1;5;3;1050103;U26300050;"BIBLIOTECA SALA BORSA: REIMPIEGO DEL ""PREMIO DELLA FAMIGLIA 2007 -";0;0;0
1;5;3;1050103;U26300100;BIBLIOTECA SALA BORSA: REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER LA;0;0;0
1;5;3;1050103;U26400000;CULTURA: ATTIVITA' LAVORATIVE DEGLI ANZIANI;0;0;0
1;5;3;1050103;U26700050;MUSEO DEL PATRIMONIO INDUSTRIALE: PRESTAZIONI DI SERVIZI;0;0;0
1;5;3;1050103;U26700100;MUSEO DEL PATRIMONIO INDUSTRIALE: PRESTAZIONI DI SERVIZI - SERVIZIO;0;0;0
1;5;3;1050103;U26750000;REIMPIEGO DI SPONSORIZZAZIONI PER INIZIATIVE E ATTIVITA' CULTURALI:;0;0;0
1;5;3;1050103;U26760000;REIMPIEGO DEI PROVENTI DELLE ATTIVITA' DEGLI ISTITUTI CULTURALI -;0;0;0
1;5;3;1050103;U26800000;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI BANCARIE PER ATTIVITA';0;0;0
1;5;3;1050103;U26800050;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI BANCARIE PER ATTIVITA';0;0;0
1;5;3;1050103;U26800100;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI BANCARIE PER ATTIVITA';0;0;0
1;5;3;1050103;U26810000;REIMPIEGO DEI CONTRIBUTI DI ENTI VARI, FONDAZIONI E PRIVATI PER;0;0;0
1;5;3;1050103;U26810050;REIMPIEGO DEI CONTRIBUTI DI ENTI VARI, FONDAZIONI E PRIVATI PER;0;0;0
1;5;3;1050103;U26850050;REIMPIEGO CONTRIBUTI DELLE FONDAZIONI: REALIZZAZIONE ATTIVITA' CULTURALI;0;0;0
1;5;3;1050103;U26850060;REIMPIEGO CONTRIBUTI DELLE FONDAZIONI: REALIZZAZIONE ATTIVITA' CULTURALI;0;0;0
1;5;3;1050103;U26850100;REIMPIEGO CONTRIBUTI DELLE FONDAZIONI: REALIZZAZIONE ATTVITA' CULTURALI;0;0;0
1;5;3;1050103;U26900000;BIBLIOTECA COMUNALE DELL'ARCHIGINNASIO: PRESTAZIONI DI SERVIZI;0;0;0
1;5;3;1050103;U26900050;BIBLIOTECA COMUNALE DELL'ARCHIGINNASIO: REIMPIEGO DEI PROVENTI DERIVANTI;0;0;0
1;5;3;1050103;U26920000;Q.RE NAVILE: BIBLIOTECA - PRESTAZIONI DI SERVIZI;0;0;0
1;5;3;1050103;U26920100;Q.RE NAVILE: REIMPIEGO CONTRIBUTI DELLE FONDAZIONI PER LA REALIZZAZIONE;0;0;0
1;5;3;1050103;U26980000;Q.RE SARAGOZZA: BIBLIOTECA - PRESTAZIONI DI SERVIZI;0;0;0
1;5;3;1050103;U27060000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER LA REALIZZAZIONE;0;0;0
1;5;3;1050103;U27060050;MUSEO DELLA MEMORIA: REIMPIEGO CONTRIBUTO DELLE FONDAZIONI PER OPERE DI;0;0;0
1;5;3;1050103;U27100050;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (MUSEI E PINACOTECHE) -;330000;330000;330000
1;5;3;1050103;U27100100;PRESTAZIONI DI SERVIZI: SPESE ECONOMALI VARIE (BIBLIOTECHE);220000;220000;220000
1;5;3;1050103;U27150050;SPESE PER TELECOMUNICAZIONI: MUSEI - SERVIZIO RILEVANTE AGLI EFFETTI;35327;35327;35327
1;5;3;1050103;U27150100;SPESE PER TELECOMUNICAZIONI: BIBLIOTECHE;73730;73730;73730
1;5;3;1050103;U27160000;SERVIZI DIVERSI E SPESE ECONOMALI VARIE PER LA GESTIONE DI IMMOBILI;24000;24000;24000
1;5;3;1050103;U27170050;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;360000;360000;360000
1;5;3;1050103;U27170100;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;455000;455000;455000
1;5;3;1050103;U27170150;CONSERVAZIONE, MANUTENZIONE ED INTERVENTI VARI RELATIVI AGLI IMMOBILI ED;390000;390000;390000
1;5;3;1050103;U27200000;MUSEO CIVICO ARCHEOLOGICO: PRESTAZIONI DI SERVIZI - SERVIZIO RILEVANTE;0;0;0
1;5;3;1050103;U27200100;MUSEO CIVICO ARCHEOLOGICO: PRESTAZIONI DI SERVIZI PER L'ATTIVITA';0;0;0
1;5;4;1050104;U27300050;FITTI DI IMMOBILI: MUSEI E CINETECA;50500;51500;52500
1;5;4;1050104;U27300100;FITTI DI IMMOBILI: BIBLIOTECHE;34200;34900;35600
1;5;5;1050105;U27500000;TRASFERIMENTO A FAVORE DELLA FONDAZIONE CINETECA DI BOLOGNA;785081,36;927281,36;927281,36
1;5;5;1050105;U27500050;TRASFERIMENTO A FAVORE DELLA FONDAZIONE CINETECA DI BOLOGNA - REIMPIEGO;0;0;0
1;5;5;1050105;U27550050;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""MUSEI CIVICI DI BOLOGNA""";560000;560000;560000
1;5;5;1050105;U27550060;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""MUSEI CIVICI DI BOLOGNA"" -";0;0;0
1;5;5;1050105;U27550070;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""MUSEI CIVICI DI BOLOGNA"" -";0;0;0
1;5;5;1050105;U27550080;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""MUSEI CIVICI DI BOLOGNA""";0;0;0
1;5;5;1050105;U27550090;"TRASFERIMENTI A FAVORE DELL'ISTITUZIONE ""MUSEI CIVICI DI BOLOGNA"" -";0;0;0
1;5;5;1050105;U27550100;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""BIBLIOTECHE DEL COMUNE DI";930000;930000;930000
1;5;5;1050105;U27550110;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""BIBLIOTECHE DEL COMUNE DI";450000;450000;450000
1;5;5;1050105;U27550120;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""BIBLIOTECHE DEL COMUNE DI";516457;516457;516457
1;5;5;1050105;U27550130;"TRASFERIMENTI A FAVORE DELL'ISTITUZIONE ""BIBLIOTECHE DEL COMUNE DI";0;0;0
1;5;5;1050105;U27550140;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE ""BIBLIOTECHE DEL COMUNE DI";0;0;0
1;5;5;1050105;U27560000;REIMPIEGO CONTRIBUTI DELLE FONDAZIONI: REALIZZAZIONE ATTIVITA' CULTURALI;0;0;0
1;5;5;1050105;U27600000;"TRASFERIMENTO A FAVORE DELLA ISTITUZIONE COMUNALE ""GALLERIA D'ARTE";540000;540000;540000
1;5;5;1050105;U27600050;"TRASFERIMENTO A FAVORE DELL'ISTITUZIONE COMUNALE ""GALLERIA D'ARTE";0;0;0
1;5;5;1050105;U27600100;"TRASFERIMENTI A FAVORE DELL'ISTITUZIONE COMUNALE ""GALLERIA D'ARTE";0;0;0
1;5;5;1050105;U27650000;REIMPIEGO CONTRIBUTI DELLE FONDAZIONI: REALIZZAZIONE ATTIVITA' CULTURALI;0;0;0
1;5;5;1050105;U27700050;TRASFERIMENTI AD ENTI CULTURALI VARI;0;0;0
1;5;5;1050105;U27700150;TRASFERIMENTI ALL'UNIVERSITA' DEGLI STUDI DI BOLOGNA PER GESTIONE;0;0;0
1;5;5;1050105;U27700200;TRASFERIMENTI AD ENTI CULTURALI VARI: AMMINISTRAZIONI PUBBLICHE;0;0;0
1;5;5;1050105;U27750000;REIMPIEGO DEL CONTRIBUTO DELLA REGIONE PER LA REALIZZAZIONE DI ATTIVITA';0;0;0
1;5;5;1050105;U27770000;REIMPIEGO DEL CONTRIBUTO DELLA PROVINCIA ANCHE DA FONDI REGIONALI, PER;0;0;0
1;5;5;1050105;U27780000;REIMPIEGO DEI CONTRIBUTI DI ENTI VARI, FONDAZIONI E PRIVATI PER;0;0;0
1;5;5;1050105;U27790000;REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI BANCARIE PER ATTIVITA';0;0;0
1;5;5;1050105;U27800000;TRASFERIMENTO AL CENTRO DI DOCUMENTAZIONE DELLA DONNA E BIBLIOTECA;56000;56000;56000
1;5;6;1050106;U28200000;INTERESSI PASSIVI - MUSEI, BIBLIOTECHE, ECC.;436502,49;344115,58;291625,08
1;5;8;1050108;U28250000;ONERI STRAORDINARI DERIVANTI DA CONTENZIOSI;0;0;0
1;5;1;1050201;U28400000;SPESE DI PERSONALE;1542000;1254000;1254000
1;5;1;1050201;U28400050;SPESE DI PERSONALE: REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER;0;0;0
1;5;2;1050202;U28500050;CULTURA: SPESE DI FUNZIONAMENTO ECONOMALI E ACQUISTO BENI DI CONSUMO PER;9600;9600;9600
1;5;3;1050203;U28600000;REIMPIEGO DEL CONTRIBUTO DELLA COMMISSIONE EUROPEA PER LA REALIZZAZIONE;0;0;0
1;5;3;1050203;U28600050;REIMPIEGO DEL CONTRIBUTO DELLA COMMISSIONE EUROPEA PER LA REALIZZAZIONE;0;0;0
1;5;3;1050203;U28610100;NUOVE ISTITUZIONI MUSEALI: REIMPIEGO DEI CONTRIBUTI DELLE FONDAZIONI PER;0;0;0
1;5;3;1050203;U28620000;REIMPIEGO CONTRIBUTO DELLA FONDAZIONE PER IL PROGETTO PORTICI:;0;0;0
1;5;3;1050203;U28630000;REIMPIEGO CONTRIBUTO DELLA FONDAZIONE PER LA VALORIZZAZIONE DELLA CITTA';0;0;0
1;5;3;1050203;U28710000;REIMPIEGO CONTRIBUTO DELLA REGIONE PER LA REALIZZAZIONE DI ATTIVITA';0;0;0
